Game,MS_Store_Link,ProductID
The Forgotten City,https://www.xbox.com/en-us/games/store/The-Forgotten-City/9NJ4R763M7TH,9NJ4R763M7TH
Project Wingman,https://www.xbox.com/en-us/games/store/Project-Wingman/9NQ73XB1Q5ZG,9NQ73XB1Q5ZG
Backbone,Not Found,N/A
Second Extinction (Game Preview),Not Found,N/A
Sniper Elite 4,https://www.xbox.com/en-us/games/store/Sniper-Elite-4/BZ5VLVX84STW,BZ5VLVX84STW
Double Kick Heroes,https://www.xbox.com/en-us/games/store/Double-Kick-Heroes/9NJPT63K27W8,9NJPT63K27W8
Echo Generation,https://www.xbox.com/en-us/games/store/echo-generation-2/9n17pd34g54m,9n17pd34g54m
Into the Pit,https://www.xbox.com/en-us/games/store/Into-the-Pit/9NCFNFTSBM96,9NCFNFTSBM96
The Good Life,https://www.xbox.com/en-us/games/store/The-Good-Life/9MSP68027100,9MSP68027100
Ring of Pain,https://www.xbox.com/en-us/games/store/Ring-of-Pain/9MZCCHNRK9R1,9MZCCHNRK9R1
Sable,https://www.xbox.com/en-us/games/store/Sable/9MZ4V4RG0W81,9MZ4V4RG0W81
Bloodroots,https://www.xbox.com/en-us/games/store/Bloodroots/9MXPZ33Z9PWH,9MXPZ33Z9PWH
DiRT 4,https://www.xbox.com/en-us/games/store/DiRT-4/C2MBDNDS3H5W,C2MBDNDS3H5W
DiRT Rally,https://www.xbox.com/en-us/games/store/Dirt-Rally/BZR9GX1MVHCG,BZR9GX1MVHCG
Portal 2,https://www.xbox.com/en-us/games/store/Portal-2/BT2B17V20D1P,BT2B17V20D1P
Gods Will Fall,https://www.xbox.com/en-us/games/store/Gods-Will-Fall/9PKBBTWKG85H,9PKBBTWKG85H
The Procession to Calvary,Not Found,N/A
Visage,https://www.xbox.com/en-us/games/store/Visage/9P9V698V6MVR,9P9V698V6MVR
AI: The Somnium Files,https://www.xbox.com/en-us/games/store/AI-THE-SOMNIUM-FILES/9P3RMG6MSCFB,9P3RMG6MSCFB
Astria Ascending,https://www.xbox.com/en-us/games/store/Astria-Ascending/9MW7H0DVS9T6,9MW7H0DVS9T6
Unsighted,https://www.xbox.com/en-us/games/store/UNSIGHTED/9P31WJ3N46KB,9P31WJ3N46KB
Dandy Ace,https://www.xbox.com/en-us/games/store/Dandy-Ace/9NQLVQTLPRS1,9NQLVQTLPRS1
Lemnis Gate,Not Found,N/A
Subnautica: Below Zero,https://www.xbox.com/en-us/games/store/Subnautica-Below-Zero/9NDCJXL11096,9NDCJXL11096
Going Under,https://www.xbox.com/en-us/games/store/Going-Under/9NX3G3Z38CV2,9NX3G3Z38CV2
Slime Rancher,https://www.xbox.com/en-us/games/store/Slime-Rancher/C2NC88M7NWZ1,C2NC88M7NWZ1
ScourgeBringer,https://www.xbox.com/en-us/games/store/ScourgeBringer/9NXPV1T3WS34,9NXPV1T3WS34
Thrillville,https://www.xbox.com/en-us/games/store/thrillville/9nlqmzp1cvtv,9nlqmzp1cvtv
Mighty Goose,https://www.xbox.com/en-us/games/store/Mighty-Goose/9P3W7QMHR450,9P3W7QMHR450
Lost Words: Beyond the Page,https://www.xbox.com/en-us/games/store/Lost-Words-Beyond-the-Page/9NN16ML9S93V,9NN16ML9S93V
I Am Fish,https://www.xbox.com/en-us/games/store/I-Am-Fish/9MXGJ8JZL0LK,9MXGJ8JZL0LK
SkateBird,https://www.xbox.com/en-us/games/store/SkateBIRD/9PN7NK4D9VCH,9PN7NK4D9VCH
Flynn: Son of Crimson,https://www.xbox.com/en-us/games/store/Flynn-Son-of-Crimson/9MZNFF29W9ZX,9MZNFF29W9ZX
The Artful Escape,https://www.xbox.com/en-us/games/store/The-Artful-Escape/9NGH2MTP0T44,9NGH2MTP0T44
Craftopia,https://www.xbox.com/en-us/games/store/Craftopia/9NTM9G539XTT,9NTM9G539XTT
Final Fantasy XIII,https://www.xbox.com/en-us/games/store/FINAL-FANTASY-XIII/9MTV87HFMF43,9MTV87HFMF43
Bug Fables: The Everlasting Sapling,https://www.xbox.com/en-us/games/store/Bug-Fables-The-Everlasting-Sapling/9PNNV537W2SN,9PNNV537W2SN
A Plague Tale: Innocence,https://www.xbox.com/en-us/games/store/A-Plague-Tale-Innocence/BQ2NNLQPS8RS,BQ2NNLQPS8RS
Monaco: What's Yours is Mine,https://www.xbox.com/en-us/games/store/Monaco-Whats-Yours-is-Mine/C1Z0M42RJ2C1,C1Z0M42RJ2C1
Calico,https://www.xbox.com/en-us/games/store/Calico/9N7NH6DCL5LZ,9N7NH6DCL5LZ
NBA 2K22,Not Found,N/A
Signs of the Sojourner,https://www.xbox.com/en-us/games/store/Signs-of-the-Sojourner/9ND3N9W1VRV1,9ND3N9W1VRV1
Myst (2021),https://www.xbox.com/en-us/games/store/Myst/9P6PQLFP9BN0,9P6PQLFP9BN0
Twelve Minutes,https://www.xbox.com/en-us/games/store/Twelve-Minutes/9P55TJKCL1BC,9P55TJKCL1BC
Elite Dangerous,https://www.xbox.com/en-us/games/store/Elite-Dangerous-Standard-Edition/C3LW50BQJ878,C3LW50BQJ878
Two Point Hospital,https://www.xbox.com/en-us/games/store/Two-Point-Hospital/9PKM0HK8HKFL,9PKM0HK8HKFL
What Remains of Edith Finch,https://www.xbox.com/en-us/games/store/what-remains-of-edith-finch/bslglg8p9t01,bslglg8p9t01
Saints Row 2,https://www.xbox.com/en-us/games/store/Saints-Row-2/BRSZV60TT078,BRSZV60TT078
Relicta,https://www.xbox.com/en-us/games/store/Relicta/9NVPM74DD797,9NVPM74DD797
Train Sim World 2,https://www.xbox.com/en-us/games/store/Train-Sim-World-2-Rapid-Transit/9NFWGND8GXW3,9NFWGND8GXW3
Boyfriend Dungeon,https://www.xbox.com/en-us/games/store/Boyfriend-Dungeon/9N5PHZ0D92LD,9N5PHZ0D92LD
Library of Ruina,https://www.xbox.com/en-us/games/store/Library-Of-Ruina/9PLD3NB588ZL,9PLD3NB588ZL
Curse of the Dead Gods,https://www.xbox.com/en-us/games/store/Curse-of-the-Dead-Gods/9MX9K92M5CSN,9MX9K92M5CSN
Starmancer (Game Preview),https://www.xbox.com/en-us/games/store/Starmancer-Game-Preview/9N0B7G9BHRK4,9N0B7G9BHRK4
Torchlight,https://www.xbox.com/en-us/games/store/Torchlight/C5KDXM27B23F,C5KDXM27B23F
Beasts of Maravilla Island,https://www.xbox.com/en-us/games/store/Beasts-of-Maravilla-Island/9P2QKSZK1K4X,9P2QKSZK1K4X
Dodgeball Academia,https://www.xbox.com/en-us/games/store/Dodgeball-Academia/9NBHQSQ3621M,9NBHQSQ3621M
Katamari Damacy Reroll,https://www.xbox.com/en-us/games/store/Katamari-Damacy-REROLL/9PFWPNP19F1B,9PFWPNP19F1B
Lumines: Remastered,https://www.xbox.com/en-us/games/store/LUMINES-REMASTERED/BNVQ3TXZ3JH4,BNVQ3TXZ3JH4
OMNO,https://www.xbox.com/en-us/games/store/Omno/9PJ6C03ZLLQV,9PJ6C03ZLLQV
Raji: An Ancient Epic,Not Found,N/A
Thrillville: Off the Rails,https://www.xbox.com/en-us/games/store/thrillville-otr/9pcgss4qg4hs,9pcgss4qg4hs
Project Highrise: Architect's Edition,https://www.xbox.com/en-us/games/store/Project-Highrise-Architects-Edition/BNJLMB6JQT98,BNJLMB6JQT98
Lethal League Blaze,https://www.xbox.com/en-us/games/store/Lethal-League-Blaze/9NHPR05080C6,9NHPR05080C6
Atomicrops,https://www.xbox.com/en-us/games/store/Atomicrops/9PPR8SWR8SXK,9PPR8SWR8SXK
Cris Tales,https://www.xbox.com/en-us/games/store/Cris-Tales/9P65SVC7S9N7,9P65SVC7S9N7
Children of Morta,https://www.xbox.com/en-us/games/store/Children-of-Morta/9P675WH90SB4,9P675WH90SB4
FIFA 20,https://www.xbox.com/en-us/games/store/EA-SPORTS-FIFA-20/BV433V4B23LM,BV433V4B23LM
Raskulls,https://www.xbox.com/en-us/games/store/Raskulls/BPLC6SK5B4B3,BPLC6SK5B4B3
Aven Colony,https://www.xbox.com/en-us/games/store/Aven-Colony/BZ5RJLM8NW91,BZ5RJLM8NW91
Last Stop,Not Found,N/A
Jurassic World Evolution,https://www.xbox.com/en-us/games/store/Jurassic-World-Evolution/C1LD4244XCNJ,C1LD4244XCNJ
MotoGP 20,Not Found,N/A
Super Meat Boy,https://www.xbox.com/en-us/games/store/Super-Meat-Boy/C1365LM1Q2DK,C1365LM1Q2DK
The Inner World – The Last Wind Monk,https://www.xbox.com/en-us/games/store/The-Inner-World-The-Last-Wind-Monk/C0194L4M9QR2,C0194L4M9QR2
Worms Rumble,https://www.xbox.com/en-us/games/store/Worms-Rumble/9PCPD8CGKR4L,9PCPD8CGKR4L
Dungeons & Dragons: Dark Alliance,Not Found,N/A
GreedFall,https://www.xbox.com/en-us/games/store/GreedFall/BWMH4RQ4Q06F,BWMH4RQ4Q06F
Capsized,Not Found,N/A
Cryptark,Not Found,N/A
Diluvion: Resubmerged,Not Found,N/A
Dungeons of Dredmor: Complete,Not Found,N/A
Epistory: Typing Chronicles,Not Found,N/A
HIVESWAP: Act 1,Not Found,N/A
Stealth Bastard Deluxe,Not Found,N/A
Viva Piñata: Party Animals,https://www.xbox.com/en-us/games/store/viva-pinata-party-animals/9n548rbqvq6c,9n548rbqvq6c
Yoku's Island Express,https://www.xbox.com/en-us/games/store/Yokus-Island-Express/BP63MT1VJV6X,BP63MT1VJV6X
Farming Simulator 19,https://www.xbox.com/en-us/games/store/Farming-Simulator-19/BQW91W950J67,BQW91W950J67
SpellForce 3: Soul Harvest,https://www.xbox.com/en-us/games/store/SpellForce-3-Soul-Harvest/9PC58LJXK3RM,9PC58LJXK3RM
Knockout City,Not Found,N/A
"Yes, Your Grace",https://www.xbox.com/en-us/games/store/Yes-Your-Grace/9NX14Q0QZD1T,9NX14Q0QZD1T
NHL 20,https://www.xbox.com/en-us/games/store/NHL-20/C2HHTCSZRK9G,C2HHTCSZRK9G
Resident Evil 7: Biohazard,https://www.xbox.com/en-us/games/store/RESIDENT-EVIL-7-biohazard/BVFDTJ1XF6CS,BVFDTJ1XF6CS
Hydro Thunder: Hurricane,https://www.xbox.com/en-us/games/store/Hydro-Thunder-Hurricane/9WZDNCRFHWFD,9WZDNCRFHWFD
Hue,https://www.xbox.com/en-us/games/store/Hue/BXLH97R22VM2,BXLH97R22VM2
The Catch: Carp & Coarse Fishing,https://www.xbox.com/en-us/games/store/The-Catch-Carp-Coarse-Fishing/9P7NH82HZCDF,9P7NH82HZCDF
The Wild at Heart,https://www.xbox.com/en-us/games/store/The-Wild-at-Heart/9NR8ZBSJQ4FD,9NR8ZBSJQ4FD
Final Fantasy X/X-2 HD Remaster,Not Found,N/A
Steep,https://www.xbox.com/en-us/games/store/STEEP/C350VBGGCL6P,C350VBGGCL6P
Grand Theft Auto: San Andreas - The Definitive Edition,Not Found,N/A
MX vs. ATV: Alive,https://www.xbox.com/en-us/games/store/mx-vs-atv-alive/9nqs7f51zlp3,9nqs7f51zlp3
Another Sight,https://www.xbox.com/en-us/games/store/Another-Sight/9PDH6S74MD5J,9PDH6S74MD5J
Outlast 2,Not Found,N/A
Cricket 19,https://www.xbox.com/en-us/games/store/Cricket-19/9NTT51922L20,9NTT51922L20
Streets of Rage 4,https://www.xbox.com/en-us/games/store/Streets-of-Rage-4/9N7H54KNCB9N,9N7H54KNCB9N
F1 2019,https://www.xbox.com/en-us/games/store/F1-2019/BP4H9HD3FSWB,BP4H9HD3FSWB
Outpost Kaloki X,Not Found,N/A
Street Power Football,https://www.xbox.com/en-us/games/store/Street-Power-Soccer/9N95J9GP26M1,9N95J9GP26M1
MLB The Show 21,https://www.xbox.com/en-us/games/store/MLB-The-Show-21-Xbox-One/9P7WMQG42GRX,9P7WMQG42GRX
Pathway,https://www.xbox.com/en-us/games/store/Pathway/9MW5141C2PRX,9MW5141C2PRX
Rain on Your Parade,https://www.xbox.com/en-us/games/store/Rain-on-Your-Parade/9NS66QNVR00N,9NS66QNVR00N
"Destiny 2: Forsaken, Shadowkeep, Beyond Light",Not Found,N/A
Spongebob's Truth or Square,https://www.xbox.com/en-us/games/store/spongebob-truth-sq/9nkfjtr38n6z,9nkfjtr38n6z
The Flame in the Flood,https://www.xbox.com/en-us/games/store/The-Flame-in-the-Flood/BXKLDP56HFGZ,BXKLDP56HFGZ
Narita Boy,https://www.xbox.com/en-us/games/store/Narita-Boy/9NBL782WBHK6,9NBL782WBHK6
Madden NFL 20,https://www.xbox.com/en-us/games/store/madden-nfl-20-standard-edition/c281rgp1cjkd,c281rgp1cjkd
Shadow Warrior 2,https://www.xbox.com/en-us/games/store/Shadow-Warrior-2/BP79KKVGDDH1,BP79KKVGDDH1
Aragami,https://www.xbox.com/en-us/games/store/Aragami-2/9PN9WG83X4XF,9PN9WG83X4XF
Lost Castle,Not Found,N/A
The Sexy Brutale,Not Found,N/A
Sacred 2: Fallen Angel,https://www.xbox.com/en-us/games/store/sacred-2-fallen-angel/9pdg551f7qgc,9pdg551f7qgc
Aerial_Knight's Never Yield,Not Found,N/A
Torchlight III,https://www.xbox.com/en-us/games/store/Torchlight-III/9N944BP7SMCG,9N944BP7SMCG
PHOGS!,https://www.xbox.com/en-us/games/store/PHOGS/9P6X271HLG8Q,9P6X271HLG8Q
NieR Automata: Become as Gods Edition,Not Found,N/A
The Surge 2,https://www.xbox.com/en-us/games/store/The-Surge-2/BSWTLFKMV96K,BSWTLFKMV96K
Titanfall: Deluxe Edition,https://www.xbox.com/en-us/games/store/titanfall-2-deluxe-edition/c3m3d2m21tp0,c3m3d2m21tp0
Band of Bugs,https://www.xbox.com/en-us/games/store/Band-of-Bugs/BSVLH08D3Q5R,BSVLH08D3Q5R
Broken Sword 5: The Serpent's Curse,https://www.xbox.com/en-us/games/store/Broken-Sword-5-the-Serpents-Curse/BNT2NF1S3HNN,BNT2NF1S3HNN
Killer Queen Black,Not Found,N/A
Touhou Luna Nights,https://www.xbox.com/en-us/games/store/Touhou-Luna-Nights/9NBLGJQQBHH4,9NBLGJQQBHH4
Kingdom Hearts III,https://www.xbox.com/en-us/games/store/KINGDOM-HEARTS/C08MW8XHQN9G,C08MW8XHQN9G
Stealth Inc 2: A Game of Clones,https://www.xbox.com/en-us/games/store/Stealth-Inc-2-A-Game-of-Clones/BR26S2C6SKN1,BR26S2C6SKN1
Hydrophobia,https://www.xbox.com/en-us/games/store/Hydrophobia/BWDKPT1Q18D4,BWDKPT1Q18D4
Aground,https://www.xbox.com/en-us/games/store/Aground/9NDPG3DNQH5J,9NDPG3DNQH5J
Final Fantasy XII: The Zodiac Age,https://www.xbox.com/en-us/games/store/FINAL-FANTASY-XII-THE-ZODIAC-AGE/BXDH919M16G9,BXDH919M16G9
Project Winter,https://www.xbox.com/en-us/games/store/Project-Winter/9P3SX4G50LZ1,9P3SX4G50LZ1
The Falconeer,https://www.xbox.com/en-us/games/store/The-Falconeer/9N8J0T5HCDB9,9N8J0T5HCDB9
The Medium,https://www.xbox.com/en-us/games/store/The-Medium/9NFSR96G6K4N,9NFSR96G6K4N
Code Vein,https://www.xbox.com/en-us/games/store/CODE-VEIN/C4Q7K19Q0VBZ,C4Q7K19Q0VBZ
Control,https://www.xbox.com/en-us/games/store/Control/BZ6W9LRPC26W,BZ6W9LRPC26W
Furi,https://www.xbox.com/en-us/games/store/Furi/BP8RRGC7X0PJ,BP8RRGC7X0PJ
Space Invaders: Infinity Gene,https://www.xbox.com/en-us/games/store/Space-Invaders-IG/C5FN9WF5Z4LH,C5FN9WF5Z4LH
NeuroVoider,https://www.xbox.com/en-us/games/store/NeuroVoider/BTKWG4P1Q2X5,BTKWG4P1Q2X5
Prison Architect,https://www.xbox.com/en-us/games/store/Prison-Architect-Xbox-One-Edition/BSWF567PL81W,BSWF567PL81W
Cyber Shadow,https://www.xbox.com/en-us/games/store/Cyber-Shadow/9NX9LJ5JSWH8,9NX9LJ5JSWH8
Xeno Crisis,https://www.xbox.com/en-us/games/store/Xeno-Crisis/9PNBGZTL0Z1S,9PNBGZTL0Z1S
Nowhere Prophet,https://www.xbox.com/en-us/games/store/Nowhere-Prophet/9P01NRSZCVR6,9P01NRSZCVR6
LEGRAND LEGACY: Tale of the Fatebounds,https://www.xbox.com/en-us/games/store/LEGRAND-LEGACY-Tale-of-the-Fatebounds/9NT3L7KFZ07S,9NT3L7KFZ07S
This War of Mine,https://www.xbox.com/en-us/games/store/this-war-of-mine-complete-edition/9n5flps0pk17,9n5flps0pk17
Torchlight II,https://www.xbox.com/en-us/games/store/Torchlight-II/C3FK18TN91JD,C3FK18TN91JD
Trine 2: Complete Story,https://www.xbox.com/en-us/games/store/Trine-2-Complete-Story/9N0JBSN65X4W,9N0JBSN65X4W
Trine: Enchanted Edition,https://www.xbox.com/en-us/games/store/Trine-Enchanted-Edition/9NN6R1GZ3071,9NN6R1GZ3071
Radiant Silvergun,https://www.xbox.com/en-us/games/store/Radiant-Silvergun/BX7LXXJ4964V,BX7LXXJ4964V
Tropico 5 – Penultimate Edition,https://www.xbox.com/en-us/games/store/Tropico-5-Penultimate-Edition/BSMG6RBZH4LQ,BSMG6RBZH4LQ
Ghost of a Tale,https://www.xbox.com/en-us/games/store/Ghost-of-a-Tale/C232CL8LQQ9N,C232CL8LQQ9N
Desperados III,https://www.xbox.com/en-us/games/store/Desperados-III/BRRC2X2GQGC7,BRRC2X2GQGC7
YIIK: A Postmodern RPG,https://www.xbox.com/en-us/games/store/YIIK-A-Postmodern-RPG/9P3XR9QN0P4C,9P3XR9QN0P4C
Mount & Blade: Warband,https://www.xbox.com/en-us/games/store/Mount-Blade-Warband/BQXN1S3V3FN9,BQXN1S3V3FN9
Pandemic: The Board Game,Not Found,N/A
PlayerUnknown's Battlegrounds,https://www.xbox.com/en-us/games/store/PUBG-BATTLEGROUNDS/C0MN5DN8KR3F,C0MN5DN8KR3F
Insanely Twisted Shadow Planet,https://www.xbox.com/en-us/games/store/Insanely-Twisted-Shadow-Planet/C34HQZGZQ6GJ,C34HQZGZQ6GJ
The Escapists 2,https://www.xbox.com/en-us/games/store/The-Escapists-2/BS8XGCLL3VQZ,BS8XGCLL3VQZ
eFootball PES 2021,https://www.xbox.com/en-us/games/store/eFootball-PES-2021-SEASON-UPDATE/9P44F2G24F37,9P44F2G24F37
The Little Acre,Not Found,N/A
Orcs Must Die!,https://www.xbox.com/en-us/games/store/Orcs-Must-Die/BXX7GBSDF2KN,BXX7GBSDF2KN
Kingdom Two Crowns,https://www.xbox.com/en-us/games/store/Kingdom-Two-Crowns/BWT2GPVWCH2F,BWT2GPVWCH2F
Beholder: Complete Edition,https://www.xbox.com/en-us/games/store/Beholder-Complete-Edition/BPV4628PQ0D0,BPV4628PQ0D0
Wilmot's Warehouse,https://www.xbox.com/en-us/games/store/Wilmots-Warehouse/9NLKJK4M1VQK,9NLKJK4M1VQK
Yooka-Laylee and the Impossible Lair,https://www.xbox.com/en-us/games/store/Yooka-Laylee-and-the-Impossible-Lair/9PGPPZW59JB8,9PGPPZW59JB8
Unto the End,https://www.xbox.com/en-us/games/store/Unto-The-End/9MVJ0W5N2L2Q,9MVJ0W5N2L2Q
The Dark Pictures Anthology: Man Of Medan,https://www.xbox.com/en-us/games/store/The-Dark-Pictures-Anthology-Man-Of-Medan/BZZ0Q9ZMM7GX,BZZ0Q9ZMM7GX
Guacamelee! 2,https://www.xbox.com/en-us/games/store/Guacamelee-2/9NVK1W7L093S,9NVK1W7L093S
SUPERHOT,https://www.xbox.com/en-us/games/store/SUPERHOT/BVZ0D05W8MP2,BVZ0D05W8MP2
Lego Batman 2 DC Super Heroes,https://www.xbox.com/en-us/games/store/LEGO-Batman-2/BVWMP1MBMNCP,BVWMP1MBMNCP
Moving Out,https://www.xbox.com/en-us/games/store/Moving-Out/9NXPBSMHPLTV,9NXPBSMHPLTV
Football Manager 2021,Not Found,N/A
Mørkredd,Not Found,N/A
Call of the Sea,https://www.xbox.com/en-us/games/store/Call-of-the-Sea/9P27ZMZ7FDPZ,9P27ZMZ7FDPZ
Haven,https://www.xbox.com/en-us/games/store/Haven/9NZL91Q08XRV,9NZL91Q08XRV
Va-11 Hall-A: Cyberpunk Bartender Action,https://www.xbox.com/en-us/games/store/VA-11-Hall-A-Cyberpunk-Bartender-Action/9P9C1HB78K05,9P9C1HB78K05
FIFA 19,Not Found,N/A
Hello Neighbor,https://www.xbox.com/en-us/games/store/Hello-Neighbor/C0G1L18DT97K,C0G1L18DT97K
SINNER: Sacrifice for Redemption,https://www.xbox.com/en-us/games/store/SINNER-Sacrifice-for-Redemption/9P015XPL7QZH,9P015XPL7QZH
Oxenfree,https://www.xbox.com/en-us/games/store/Oxenfree/BSK1GN27RB8R,BSK1GN27RB8R
Rocket Knight,https://www.xbox.com/en-us/games/store/Rocket-Knight/BPN5TS0DS1KD,BPN5TS0DS1KD
Hover,https://www.xbox.com/en-us/games/store/Hover/BS39NGVS2SP7,BS39NGVS2SP7
River City Girls,https://www.xbox.com/en-us/games/store/River-City-Girls/9NN69HFJ8SX1,9NN69HFJ8SX1
Star Renegades,https://www.xbox.com/en-us/games/store/Star-Renegades/9PK5S1QKV10D,9PK5S1QKV10D
Final Fantasy VIII: Remastered,https://www.xbox.com/en-us/games/store/FINAL-FANTASY-VIII-Remastered/9NNTSPSC35ZB,9NNTSPSC35ZB
Planet Coaster,https://www.xbox.com/en-us/games/store/Planet-Coaster-Console-Edition/9NGRX7L5NB6M,9NGRX7L5NB6M
Streets of Rogue,https://www.xbox.com/en-us/games/store/Streets-of-Rogue/9MZVTHHJKD3G,9MZVTHHJKD3G
The Gardens Between,https://www.xbox.com/en-us/games/store/The-Gardens-Between/9P4Z4TW66LPV,9P4Z4TW66LPV
Resident Evil Code: Veronica X,https://www.xbox.com/en-us/games/store/RESIDENT-EVIL-CODE-Veronica-X/BQW8J8XM62JW,BQW8J8XM62JW
Aaero,https://www.xbox.com/en-us/games/store/Aaero/BZR51XD70NKD,BZR51XD70NKD
Comanche,https://www.xbox.com/en-us/games/store/Comanche/9N2H2GRB4D0K,9N2H2GRB4D0K
Eastshade,https://www.xbox.com/en-us/games/store/Eastshade/9PLCR0FR564K,9PLCR0FR564K
Knights and Bikes,https://www.xbox.com/en-us/games/store/Knights-and-Bikes/9P64KV1HQK07,9P64KV1HQK07
Five Nights at Freddy's,https://www.xbox.com/en-us/games/store/Five-Nights-at-Freddys/9N5253J559LR,9N5253J559LR
Five Nights at Freddy's 2,https://www.xbox.com/en-us/games/store/Five-Nights-at-Freddys-2/9NBR2ZSD99FX,9NBR2ZSD99FX
Five Nights at Freddy's 3,https://www.xbox.com/en-us/games/store/Five-Nights-at-Freddys-3/9P6N7LQ4HZFD,9P6N7LQ4HZFD
Five Nights at Freddy's 4,https://www.xbox.com/en-us/games/store/Five-Nights-at-Freddys-4/9PLDLMPLR7JV,9PLDLMPLR7JV
Unruly Heroes,https://www.xbox.com/en-us/games/store/Unruly-Heroes/9NBC54MT6KHX,9NBC54MT6KHX
Carto,https://www.xbox.com/en-us/games/store/Carto/9NJ2XXPJVDRD,9NJ2XXPJVDRD
Home Behind,Not Found,N/A
Shio,Not Found,N/A
Shantae: Half-Genie Hero,https://www.xbox.com/en-us/games/store/Shantae-Half-Genie-Hero/C016H4M7FPRC,C016H4M7FPRC
Castlevania: Harmony of Despair,https://www.xbox.com/en-us/games/store/Castlevania-Harmony-of-Despair/BZS1294V9FQ3,BZS1294V9FQ3
Mulaka,https://www.xbox.com/en-us/games/store/Mulaka/BZJH12CJ6N3R,BZJH12CJ6N3R
GoNNER2,https://www.xbox.com/en-us/games/store/GONNER2/9NRZHK9QN558,9NRZHK9QN558
Heave Ho,https://www.xbox.com/en-us/games/store/Heave-Ho/9P8JHRDVBLHB,9P8JHRDVBLHB
Katana Zero,Not Found,N/A
Tales of Vesperia: Definitive Edition,https://www.xbox.com/en-us/games/store/Tales-of-Vesperia-Definitive-Edition/BZBX8JFCDBPR,BZBX8JFCDBPR
The Swords of Ditto: Mormo's Curse,https://www.xbox.com/en-us/games/store/The-Swords-of-Ditto-Mormos-Curse/9NF2DDV5RTH8,9NF2DDV5RTH8
ScourgeBringer,https://www.xbox.com/en-us/games/store/ScourgeBringer/9NXPV1T3WS34,9NXPV1T3WS34
Samurai Shodown II,https://www.xbox.com/en-us/games/store/Samurai-Shodown-II/C1MRBXQVJVDQ,C1MRBXQVJVDQ
Warhammer: Chaosbane,https://www.xbox.com/en-us/games/store/Warhammer-Chaosbane-Xbox-One/C0GMGV6XH996,C0GMGV6XH996
Ikenfell,https://www.xbox.com/en-us/games/store/Ikenfell/9P91S5ZL1P4D,9P91S5ZL1P4D
Kathy Rain,https://www.xbox.com/en-us/games/store/Kathy-Rain/9P8HN2T2SZGB,9P8HN2T2SZGB
Night in the Woods,https://www.xbox.com/en-us/games/store/Night-in-the-Woods/C501VQFW8FQG,C501VQFW8FQG
Drake Hollow,https://www.xbox.com/en-us/games/store/Drake-Hollow/9PGNGGWBX1NR,9PGNGGWBX1NR
Zone of the Enders HD Collection,Not Found,N/A
Yooka-Laylee,https://www.xbox.com/en-us/games/store/Yooka-Laylee/BZK6TK63SVMP,BZK6TK63SVMP
Forza Motorsport 7,https://www.xbox.com/en-us/games/store/Forza-Motorsport-7-Standard-Edition/9N3NK5WW05HT,9N3NK5WW05HT
Company of Heroes 2: Complete Edition,https://www.xbox.com/en-us/games/store/Company-of-Heroes-2-Complete-Collection/9NX9WH5F0RZD,9NX9WH5F0RZD
Disgaea 4 Complete+,https://www.xbox.com/en-us/games/store/Disgaea-4-Complete/9PFJDSL1CC7G,9PFJDSL1CC7G
Hotshot Racing,https://www.xbox.com/en-us/games/store/Hotshot-Racing/C11HCJPQFHH7,C11HCJPQFHH7
The Dark Crystal: Age of Resistance Tactics,https://www.xbox.com/en-us/games/store/The-Dark-Crystal-Age-of-Resistance-Tactics/9NZWXT6VMGG8,9NZWXT6VMGG8
Thronebreaker: The Witcher Tales,Not Found,N/A
Red Dead Online,Not Found,N/A
Star Wars Battlefront (Classic),Not Found,N/A
Star Wars Battlefront II (Classic),https://www.xbox.com/en-us/games/store/Star-Wars-Battlefront-II/BPV56ZX2B8PJ,BPV56ZX2B8PJ
Star Wars Republic Commando,https://www.xbox.com/en-us/games/store/Star-Wars-Republic-Commando/BRJB0RMH33T2,BRJB0RMH33T2
The Escapists 2,https://www.xbox.com/en-us/games/store/The-Escapists-2/BS8XGCLL3VQZ,BS8XGCLL3VQZ
Vambrace: Cold Soul,https://www.xbox.com/en-us/games/store/Vambrace-Cold-Soul/9N171CGFVT1L,9N171CGFVT1L
Yooka-Laylee,https://www.xbox.com/en-us/games/store/Yooka-Laylee/BZK6TK63SVMP,BZK6TK63SVMP
Garou: Mark of the Wolves,https://www.xbox.com/en-us/games/store/ACA-NEOGEO-GAROU-MARK-OF-THE-WOLVES/BZK8NDMJ3F3S,BZK8NDMJ3F3S
Darksiders III,https://www.xbox.com/en-us/games/store/Darksiders-III/BSVZCMGZV52L,BSVZCMGZV52L
NBA 2K21,Not Found,N/A
Double Kick Heroes,https://www.xbox.com/en-us/games/store/Double-Kick-Heroes/9NJPT63K27W8,9NJPT63K27W8
Stranger Things 3: The Game,Not Found,N/A
Blair Witch,https://www.xbox.com/en-us/games/store/Blair-Witch/9NG7LG421V0Q,9NG7LG421V0Q
Pyre,Not Found,N/A
Dear Esther: Landmark Edition,https://www.xbox.com/en-us/games/store/Dear-Esther-Landmark-Edition/BXDTBRPVQZHK,BXDTBRPVQZHK
Mugsters,https://www.xbox.com/en-us/games/store/Mugsters/BS3X8KWG86LZ,BS3X8KWG86LZ
Nex Machina,Not Found,N/A
Overcooked: Gourmet Edition,https://www.xbox.com/en-us/games/store/Overcooked-2-Gourmet-Edition/9P3STQMKNS70,9P3STQMKNS70
